model,i,j,x_center_m,y_center_m,pressure_change_bar,gas_saturation,aqueous_co2_mole_fraction_x1e3,gas_co2_mole_fraction,water_saturation_change_x1e4
Our PR,19,18,975.0,555.0,-1.958752046306299,0.2555543584544867,1.3805950599241699,0.2150505882258058,-0.2582477339300726
Our PR,0,19,25.0,585.0,0.016187395780725405,0.2013745671545717,1.4012441350486833,0.2133647075263446,0.0022163653048412613
Our PR,1,19,75.0,585.0,0.015030252685343847,0.20141378430875143,1.401232833761335,0.21336571988119274,0.0020603863455370686
Our PR,2,19,125.0,585.0,0.012608143916979432,0.20149593329211068,1.4012091905511768,0.2133678395058752,0.0017337821279495014
Our PR,3,19,175.0,585.0,0.008663101809915155,0.2016299755296425,1.4011707201062176,0.2133712936458229,0.001201532891487167
Our PR,4,19,225.0,585.0,0.0027015827604439106,0.20183308787537801,1.4011126745739246,0.21337651720855422,0.0003965796547267253
Our PR,5,19,275.0,585.0,-0.006131942973088473,0.20213506511735,1.4010268285171388,0.21338426412276817,-0.000797421372683571
Our PR,6,19,325.0,585.0,-0.01921490000202693,0.20258366588986226,1.4008999240071227,0.2133957475693892,-0.002568091879290302
Our PR,7,19,375.0,585.0,-0.03862842573055811,0.20325010091326973,1.4007118549297344,0.21341279776288916,-0.0051996421823463645
Our PR,8,19,425.0,585.0,-0.06734123937939852,0.20423338037180078,1.4004337235084414,0.21343801790131822,-0.00909890836006677
Our PR,9,19,475.0,585.0,-0.1093587554580383,0.20566142540685126,1.40002604171836,0.2134749032600564,-0.014816778721199464
Our PR,10,19,525.0,585.0,-0.16977854666505754,0.20768608139670036,1.399437558726178,0.21352786875390056,-0.02305554214829253
Our PR,11,19,575.0,585.0,-0.2546704172758721,0.2104686977277781,1.3986054449230012,0.2136021107849667,-0.03464744607228898
Our PR,12,19,625.0,585.0,-0.37067172023916617,0.21415379330962878,1.3974579194882026,0.2137032073171739,-0.05048383532965661
Our PR,13,19,675.0,585.0,-0.5241189114161451,0.21883021148157447,1.3959213154996108,0.21383630619923025,-0.07136576485089474
Our PR,14,19,725.0,585.0,-0.719328044722939,0.22448150956621798,1.3939362258765187,0.21400459196010133,-0.09773117491360117
Our PR,15,19,775.0,585.0,-0.9554365337759108,0.23093708815845632,1.3914908064170521,0.21420661167227242,-0.1292150024574945
Our PR,16,19,825.0,585.0,-1.221951733170243,0.23784913177921166,1.3886736144711747,0.21443276607192815,-0.1641402563973271
Our PR,17,19,875.0,585.0,-1.4937575686030014,0.24468751812149278,1.3857417368011062,0.21466179346336262,-0.1990972145937686
Our PR,18,19,925.0,585.0,-1.7243441443168372,0.2506406394985435,1.383215742561521,0.21485602702901238,-0.22841834374892622
Our PR,19,19,975.0,585.0,-1.849854318010492,0.25444547816567553,1.3818389127851889,0.21496382193779812,-0.2448669238400425
Our SW,0,0,25.0,15.0,0.8666307813997156,0.17146813766601068,3.2603306206469576,0.2119795134853722,0.15353010884033846
Our SW,1,0,75.0,15.0,0.8076195002535134,0.1739622499208408,3.2594083793970676,0.2120549824517614,0.1438014525931286
Our SW,2,0,125.0,15.0,0.6988550499757491,0.17793226169319037,3.2566935737895855,0.2121291218426557,0.12423139197428879
Our SW,3,0,175.0,15.0,0.5680898354498185,0.18286861169230192,3.2537970809133654,0.21224357405912228,0.10106392992609292
Our SW,4,0,225.0,15.0,0.43802892528478615,0.18777112271639199,3.2509067621718235,0.21235846240244988,0.07813736143555405
Our SW,5,0,275.0,15.0,0.32261987063741127,0.19207532998164928,3.2483162407489,0.212460165322911,0.05775598069754362
Our SW,6,0,325.0,15.0,0.22799132901489735,0.1955465099181377,3.2461728708612254,0.21254334172336012,0.0409612648937796
Our SW,7,0,375.0,15.0,0.15452405140595696,0.19818894843114934,3.244496360718136,0.21260777142407578,0.027859200372376547
Our SW,8,0,425.0,15.0,0.09952371254276485,0.20012993544803823,3.243234110046039,0.212655916884848,0.018016480584331918
Our SW,9,0,475.0,15.0,0.05927243481795117,0.20152833773510875,3.2423068335641867,0.21269110563672297,0.010796989550365677
Our SW,10,0,525.0,15.0,0.03010011576673016,0.20253067848430195,3.241633559047728,0.21271659213322386,0.005556450396737578
Our SW,11,0,575.0,15.0,0.008846800006493925,0.2032563858992479,3.2411430938165973,0.21273516058674607,0.0017334716400918548
Our SW,12,0,625.0,15.0,-0.006973372442288324,0.2037955314997156,3.2407785864229814,0.21274899050074447,-0.0011157812571660486
Our SW,13,0,675.0,15.0,-0.019162571712886916,0.20421137997419483,3.2404983551044775,0.21275965572536074,-0.0033135865205868864
Our SW,14,0,725.0,15.0,-0.02890664536913112,0.20454456962162482,3.240274744028095,0.21276818857628035,-0.0050720140850890605
Our SW,15,0,775.0,15.0,-0.03688149794693105,0.2048177256153077,3.2400918906944733,0.212775175679145,-0.006511897808564315
Our SW,16,0,825.0,15.0,-0.043376280318813396,0.20504024587401787,3.2399429645502895,0.21278086687990685,-0.007684870969221214
Our SW,17,0,875.0,15.0,-0.04842020631495863,0.20521294101910886,3.2398272405814117,0.21278528638355465,-0.008595916696579886
Our SW,18,0,925.0,15.0,-0.0519050110547822,0.2053321517839058,3.2397472345733966,0.21278833931123073,-0.009225348689578805
Our SW,19,0,975.0,15.0,-0.05369230065982416,0.2053932739554743,3.239706181332162,0.21278990492743452,-0.009548128951181178
Our SW,0,1,25.0,45.0,0.9257902831070424,0.17020817865794818,3.2623896083941943,0.21197747822713353,0.156198368606697
Our SW,1,1,75.0,45.0,0.8617796714101508,0.1756568941245588,3.275284940014019,0.21295910120494957,0.1628167513776646
Our SW,2,1,125.0,45.0,0.7373860933946539,0.17687130621380603,3.2587146209321265,0.21217140747349772,0.13049052346880696
Our SW,3,1,175.0,45.0,0.5925411410556715,0.18179819690638993,3.254387594696293,0.2122251372887803,0.10486509871432403
Our SW,4,1,225.0,45.0,0.45216835829376245,0.1871407061788114,3.2512237049167765,0.21234600413738378,0.08046286051363594
Our SW,5,1,275.0,45.0,0.3299910001778863,0.19175953889886804,3.2484826158514872,0.21245365040393632,0.05901143386291552
Our SW,6,1,325.0,45.0,0.23142524710154347,0.195404193194602,3.246250978164464,0.21254031176181112,0.04155941726211032
Our SW,7,1,375.0,45.0,0.155780387779681,0.1981360043546181,3.244524916871559,0.2126066592127097,0.028080637714311685
Our SW,8,1,425.0,45.0,0.09948882758735865,0.2001261928389348,3.2432328980101706,0.21265593611430633,0.018009255070089436
Our SW,9,1,475.0,45.0,0.058353152218095956,0.20155643707373164,3.2422851052466712,0.21269189773729882,0.0106313771542077
Our SW,10,1,525.0,45.0,0.028457863969562576,0.20258423797962402,3.241595119380493,0.21271801666247425,0.005260900417969339
Our SW,11,1,575.0,45.0,0.006509141090389341,0.20333431631247012,3.241088704706923,0.21273719490014434,0.0013126785334549584
Our SW,12,1,625.0,45.0,-0.01004502910307236,0.20389901362804036,3.2407074410018497,0.21275166922925348,-0.0016691127047996357
Our SW,13,1,675.0,45.0,-0.02302744648067467,0.20434222407211627,3.240409099174416,0.2127630306455445,-0.004010491736622379
Our SW,14,1,725.0,45.0,-0.033610140831438824,0.20470409983512905,3.2401662865413905,0.21277229874949066,-0.005920887623855897
Our SW,15,1,775.0,45.0,-0.042429585089178753,0.20500589576469688,3.239964025812877,0.21278002537381302,-0.007513886232601852
Our SW,16,1,825.0,45.0,-0.04971825092952885,0.20525513180162624,3.239796798708186,0.21278641087837236,-0.00883079649377505
Our SW,17,1,875.0,45.0,-0.05543902355461382,0.20545047149720858,3.239665432812047,0.2127914217922536,-0.009864555489347282
Our SW,18,1,925.0,45.0,-0.059418445647053425,0.20558616727869444,3.2395739764663443,0.2127949066376958,-0.010583651038315045
Our SW,19,1,975.0,45.0,-0.061466901595328,0.20565598268279564,3.2395268713056242,0.21279670024293282,-0.010953759482679182
Our SW,0,2,25.0,75.0,1.003673986432055,0.173047195544827,3.2782082126041776,0.2128218480655198,0.18527214641150813
Our SW,1,2,75.0,75.0,0.9667053521357049,0.19434133779935972,3.503086450529521,0.2274397929540684,0.3931183862312393
Our SW,2,2,125.0,75.0,0.8097058786489217,0.18023269487359114,3.2845994787876442,0.21368332382664174,0.16134602420370125
Our SW,3,2,175.0,75.0,0.6377173913309034,0.1807701212951461,3.2568857298854272,0.21228278505586728,0.11233905203475447
Our SW,4,2,225.0,75.0,0.4777675433628056,0.18607227691075995,3.2518461293042633,0.2123266574808083,0.08454502286139864
Our SW,5,2,275.0,75.0,0.34280992350083406,0.19119940325194604,3.248772804268554,0.2124423772224991,0.061167109444176804
Our SW,6,2,325.0,75.0,0.2371061138747651,0.19515929682141958,3.2463801377696306,0.21253529254315384,0.04254436973183395
Our SW,7,2,375.0,75.0,0.15763848580991663,0.19805192347324355,3.2445669817229157,0.21260500675052682,0.02840749035051826
Our SW,8,2,425.0,75.0,0.09903304838508367,0.20013120540667387,3.2432214979472564,0.21265631022443432,0.017925051063127917
Our SW,9,2,475.0,75.0,0.0562468323086258,0.20162099625357807,3.242235349372618,0.21269371355674557,0.01025076028979277
Our SW,10,2,525.0,75.0,0.02495185478203371,0.20269825062714694,3.2415130101145877,0.21272105706314984,0.004628539083423311
Our SW,11,2,575.0,75.0,0.0016134364377316085,0.20349716487647646,3.2409747555158934,0.21274145441993766,0.00043009625033674226
Our SW,12,2,625.0,75.0,-0.016439270963922142,0.20411402397441777,3.2405593108739996,0.21275724479771152,-0.00282209414267931
Our SW,13,2,675.0,75.0,-0.03106244468906708,0.2046137502221419,3.2402235073133014,0.2127700462817522,-0.005460369942672516
Our SW,14,2,725.0,75.0,-0.043392846502635626,0.2050352007700335,3.239940641853368,0.21278084616310236,-0.007687559240437958
Our SW,15,2,775.0,75.0,-0.053980182276196775,0.2053965736303224,3.239697693251471,0.21279011976787307,-0.009601306645151686
Our SW,16,2,825.0,75.0,-0.06293618662279099,0.20570144138929494,3.2394919515253497,0.21279796224126418,-0.011220858843835613
Our SW,17,2,875.0,75.0,-0.07008208902816102,0.20594397337725004,3.239327574074386,0.21280421717106707,-0.012513343199543892
Our SW,18,2,925.0,75.0,-0.0751042943824064,0.20611403280445115,3.239211916595976,0.21280861164043138,-0.013421746876962626
Our SW,19,2,975.0,75.0,-0.07770351604444906,0.206201968233492,3.239152015257108,0.2128108855141734,-0.013891808644028725
Our SW,0,3,25.0,105.0,1.0528688550582659,0.1884512677595867,3.442638986683107,0.22332272815551182,0.35273510150693466
Our SW,1,3,75.0,105.0,1.072014940432785,0.2496842188947664,4.89606793651882,0.31633451901101894,1.688836695359186
Our SW,2,3,125.0,105.0,0.8992516210219469,0.19977819118113263,3.5425145368407454,0.23016582671007382,0.4240006069873292
Our SW,3,3,175.0,105.0,0.6945315843220075,0.18451049788366514,3.283893633317659,0.21390683117946221,0.14000460445318108
Our SW,4,3,225.0,105.0,0.5093071184768733,0.18549634942750592,3.253819252901402,0.21238161873991848,0.08954450344331177
Our SW,5,3,275.0,105.0,0.35719042643109145,0.19057411991089218,3.2491287700422373,0.2124317158088898,0.06345704077614922
Our SW,6,3,325.0,105.0,0.24276234732824564,0.1948859193401219,3.246508954714178,0.21253030054465105,0.04351620922715682
Our SW,7,3,375.0,105.0,0.15893059530492687,0.1979739349712895,3.2445956576801054,0.21260383316891818,0.028634631117879783
Our SW,8,3,425.0,105.0,0.09746159306412377,0.20016655291939597,3.243183685187762,0.21265764183589292,0.017636993287800662
Our SW,9,3,475.0,105.0,0.05245183310805075,0.20173747379350288,3.2421457035716483,0.21269698604593099,0.009560740809794188
Our SW,10,3,525.0,105.0,0.019159803952619434,0.20288623433435413,3.2413772216309003,0.2127260778380497,0.003579177826368296
Our SW,11,3,575.0,105.0,-0.006265775029430166,0.20375900174014921,3.2407912453482672,0.21274830781359375,-0.0009944625536106866
Our SW,12,3,625.0,105.0,-0.026644738205555827,0.20445660022289677,3.2403228181151036,0.21276614216045592,-0.004665312325763393
Our SW,13,3,675.0,105.0,-0.043867748358095066,0.2050454566659158,3.2399276460400954,0.2127812253107185,-0.007773512080339051
Our SW,14,3,725.0,105.0,-0.058999468871947375,0.20556175616220584,3.239580473464718,0.21279447887150854,-0.010508471606968106
Our SW,15,3,775.0,105.0,-0.07243887199929543,0.20601836081859423,3.239271704272298,0.21280624558707864,-0.012939942865108911
Our SW,16,3,825.0,105.0,-0.08409926328769513,0.20641243395366807,3.2390032788750744,0.21281644817206402,-0.015050735815397287
Our SW,17,3,875.0,105.0,-0.09356643812100403,0.20673083097997064,3.238784924593885,0.21282472640683286,-0.016764970418609026
Our SW,18,3,925.0,105.0,-0.10029038673452474,0.2069561840440577,3.23862960942657,0.21283060299088966,-0.017982543999067735
Our SW,19,3,975.0,105.0,-0.10378849884620309,0.2070732748709979,3.2385487340847963,0.21283365944368607,-0.01861583983053805
Our SW,0,4,25.0,135.0,1.0781138973325863,0.22768109946529433,4.360334796131985,0.2822502778239242,1.196735908096186
Our SW,1,4,75.0,135.0,1.149667754434146,0.4216147626464754,7.85560930738698,0.49476156336322374,-0.2081597634867316
Our SW,2,4,125.0,135.0,0.9298125292492379,0.26802946818145046,5.383613507394385,0.3477349755984942,2.0829063897180866
Our SW,3,4,175.0,135.0,0.7287084915917386,0.21234375971497133,3.6854504693463763,0.239910463121146,0.5560930521273932
Our SW,4,4,225.0,135.0,0.537907120049689,0.19058731065533846,3.284691076615315,0.21432894148894407,0.11143629130985766
Our SW,5,4,275.0,135.0,0.3670752318140175,0.19063107673191756,3.250324901353161,0.21248666890143836,0.06465999161611724
Our SW,6,4,325.0,135.0,0.24531004387067445,0.19470295011403888,3.246583274288714,0.212529104243883,0.043904712080988784
Our SW,7,4,375.0,135.0,0.15832505752345175,0.19794095436461898,3.244580276211533,0.2126043083250943,0.028533927542373494
Our SW,8,4,425.0,135.0,0.09391328508142383,0.20025787411410212,3.2430991766466586,0.2126606748710619,0.016983814080911985
Our SW,9,4,475.0,135.0,0.04627850575713441,0.2019275376414294,3.2419997002419585,0.2127023080096016,0.008425089384866968
Our SW,10,4,525.0,135.0,0.010489138005807995,0.2031687326815049,3.241173598380826,0.2127335893519235,0.001994232291552267
Our SW,11,4,575.0,135.0,-0.01773644475935027,0.20414149529044626,3.240523821286588,0.21275828128772084,-0.0030807053592318834
Our SW,12,4,625.0,135.0,-0.04136223161644302,0.20495006542302874,3.2399816097457106,0.21277897016112926,-0.007331250080400142
Our SW,13,4,675.0,135.0,-0.062316443799324335,0.20566527039728216,3.23950119371491,0.21279732706151058,-0.011111599321905752
Our SW,14,4,725.0,135.0,-0.08152828542386369,0.20631807128719473,3.2390601014825307,0.2128141506964954,-0.01458568931675397
Our SW,15,4,775.0,135.0,-0.0991524079064075,0.20691246062959787,3.238654355376118,0.21282956975361184,-0.017777074576952323
Our SW,16,4,825.0,135.0,-0.11481014161881618,0.20743619124144597,3.238292813147375,0.2128432541870898,-0.02061444920442579
Our SW,17,4,875.0,135.0,-0.1277292215137202,0.20786528687831357,3.237993744822677,0.21285453486491895,-0.022956270556789837
Our SW,18,4,925.0,135.0,-0.13698910014934465,0.20817139390186906,3.2377789805327155,0.21286261513183832,-0.02463480310621602
Our SW,19,4,975.0,135.0,-0.14182559679310583,0.20833102878684168,3.237666683386467,0.21286683412449356,-0.025511208920303563
Our SW,0,5,25.0,165.0,0.9943325548526477,0.1882261031776401,3.436061490392564,0.22303958801821394,0.3358180075928585
Our SW,1,5,75.0,165.0,1.0250784044176042,0.2674211712186487,5.380745200353468,0.34707132646993133,2.105578248264961
Our SW,2,5,125.0,165.0,0.8474974102478362,0.22303795478368013,3.9277267957161053,0.2552341658759893,0.8258445727279962
Our SW,3,5,175.0,165.0,0.6773816855451186,0.19601605993854487,3.3571015475334365,0.21870978984915773,0.20506392080962832
Our SW,4,5,225.0,165.0,0.51606301416024,0.1881048966668862,3.2608742325458326,0.21282629800445418,0.09205540234222265
Our SW,5,5,275.0,165.0,0.3627190992661063,0.19066184730869928,3.2495143084544362,0.21244376519883304,0.05640903980483336
Our SW,6,5,325.0,165.0,0.24151174249371885,0.19457801625896587,3.2464802674387245,0.21253135298991213,0.04228385941981716
Our SW,7,5,375.0,165.0,0.1550633354517948,0.19796004458992944,3.2445023583526917,0.21260705162106328,0.02796756384951249
Our SW,8,5,425.0,165.0,0.08749445111574047,0.20043073956767032,3.2429465794975134,0.2126661757237646,0.015782520635637676
Our SW,9,5,475.0,165.0,0.03682955373988487,0.2022221819842044,3.2417756391051764,0.21271044794566504,0.006646826046979859
Our SW,10,5,525.0,165.0,-0.0018342231866773219,0.2035797241834881,3.2408835018466906,0.21274425913991007,-0.000298389876834948
Our SW,11,5,575.0,165.0,-0.033614004042778166,0.2046804727551405,3.2401531571169415,0.21277208150287516,-0.006005189584989967
Our SW,12,5,625.0,165.0,-0.06147857133718021,0.20562567301410922,3.2395149411595034,0.21279649865726386,-0.010994664028013412
Our SW,13,5,675.0,165.0,-0.08752077534865961,0.20650778672207784,3.238918151941971,0.2128193166530603,-0.01568343953556317
Our SW,14,5,725.0,165.0,-0.11240614182967693,0.20734666886040554,3.2383459198026463,0.2128410966362111,-0.020183200902940124
Our SW,15,5,775.0,165.0,-0.13588789589120076,0.20813010266885573,3.237803636787798,0.21286161683745647,-0.024438202737286918
Our SW,16,5,825.0,165.0,-0.1571964346459154,0.20883285552809902,3.2373095649851287,0.21288021045525615,-0.02830314629126418
Our SW,17,5,875.0,165.0,-0.1750372048354335,0.20941566287327293,3.2368945582595803,0.21289575962875515,-0.031540079923758624
Our SW,18,5,925.0,165.0,-0.1879181941562239,0.20983390661772533,3.2365942300028214,0.21290697698461494,-0.033876830462520324
Our SW,19,5,975.0,165.0,-0.19465957807081938,0.21005244157190006,3.2364368399425416,0.21291284546025113,-0.03509910681934181
Our SW,0,6,25.0,195.0,0.8321289914469103,0.1775960271673825,3.277245434567292,0.21315449516263732,0.15815579021241644
Our SW,1,6,75.0,195.0,0.8501974988624882,0.2099075613819501,3.679919821568052,0.23919345483137328,0.5536413377234262
Our SW,2,6,125.0,195.0,0.7452874154711663,0.19410736144044996,3.3548775378174622,0.21839830751539085,0.21671304862233565
Our SW,3,6,175.0,195.0,0.6133084612730593,0.1865775021477164,3.2666803529584594,0.2129771197214781,0.10980607249533314
Our SW,4,6,225.0,195.0,0.45956062858020325,0.18748732431743143,3.2523362087035337,0.21240095711561985,0.07621654709419334
Our SW,5,6,275.0,195.0,0.3264840995854065,0.1912532668708195,3.248347190062779,0.21245283337798226,0.0576922048211026
Our SW,6,6,325.0,195.0,0.23438219610676916,0.19498987010013832,3.2462146493505797,0.2125310163456707,0.042564788208715454
Our SW,7,6,375.0,195.0,0.15049919331453368,0.1981515411694848,3.2443865718330436,0.21261049869461995,0.021764610116603578
Our SW,8,6,425.0,195.0,0.07708059110970236,0.20068698813822636,3.242698578085317,0.21267510125126057,0.013670071630805802
Our SW,9,6,475.0,195.0,0.022665111487278716,0.2026307072055676,3.2414385981848177,0.21272264660691223,0.003903388838072397
Our SW,10,6,525.0,195.0,-0.019069141501313076,0.20416530792727064,3.240476883450429,0.2127591904592793,-0.0035548135337848397
Our SW,11,6,575.0,195.0,-0.05532241626998037,0.20543574562287695,3.2396457190332257,0.21279095442985801,-0.010070444332738182
Our SW,12,6,625.0,195.0,-0.08809807167650015,0.20652642042595043,3.2388969497867857,0.2128196865184811,-0.01588826221987638
Our SW,13,6,675.0,195.0,-0.12079108201955259,0.2076113486365127,3.23814768332177,0.21284832659542502,-0.021740112409185386
Our SW,14,6,725.0,195.0,-0.1533555022381991,0.208694601443819,3.2373968861794866,0.2128767992709017,-0.027621399433158667
Our SW,15,6,775.0,195.0,-0.1847922546556592,0.20972808129131382,3.2366677299706357,0.21290422645062174,-0.03331951992802118
Our SW,16,6,825.0,195.0,-0.21388654277268798,0.2106698104697436,3.235989450302905,0.21292956044244016,-0.03860023323143391
Our SW,17,6,875.0,195.0,-0.23859477896034345,0.2114595530211365,3.2354111301028237,0.21295104294442302,-0.04308576670514208
Our SW,18,6,925.0,195.0,-0.2565247434597351,0.2120284237366668,3.2349902808032045,0.21296661682606555,-0.0463393257477962
Our SW,19,6,975.0,195.0,-0.2658993712943606,0.21232546679178949,3.2347698858357283,0.21297475619514414,-0.04803887099158466
Our SW,0,7,25.0,225.0,0.6658946246874444,0.17919192315338645,3.257064880643147,0.21222919881529517,0.11608411539829055
Our SW,1,7,75.0,225.0,0.6635237565914076,0.18711949523005533,3.292826687674487,0.21456087871666338,0.14517467149260943
Our SW,2,7,125.0,225.0,0.616971352079425,0.18471367368186126,3.2616581007181957,0.2126414761282443,0.10145032267977472
Our SW,3,7,175.0,225.0,0.5079393703258243,0.18597419157924577,3.2530967126105996,0.21233745268987642,0.08000449457484793
Our SW,4,7,225.0,225.0,0.3929229439175893,0.18904036763885715,3.249857457585801,0.21239523967575935,0.07109367700222635
Our SW,5,7,275.0,225.0,0.2897055110220481,0.19281898233878356,3.247469941596334,0.21248224878364166,0.05077427793828693
Our SW,6,7,325.0,225.0,0.20714670412814615,0.19615066848101254,3.2455859081863028,0.2125544925333799,0.03584367441225589
Our SW,7,7,375.0,225.0,0.13164134515088982,0.19900778431490931,3.243850650828417,0.21262063797586891,0.024827579960196022
Our SW,8,7,425.0,225.0,0.059339245723003524,0.1999253686236087,3.242271776403527,0.2126900631874203,0.00740931537837608
Our SW,9,7,475.0,225.0,0.000377801911149174,0.202085918273273,3.2409062780995805,0.21274183466653623,0.00015792878194087479
Our SW,10,7,525.0,225.0,-0.044735080573987215,0.20434343525862003,3.2398725615931228,0.2127815628550187,-0.007459349752519939
Our SW,11,7,575.0,225.0,-0.0874362398470454,0.20588902488543748,3.238896129767928,0.21281899656176453,-0.015167594164283704
Our SW,12,7,625.0,225.0,-0.12278045315804145,0.20767018418829988,3.2380912536225486,0.21284989309379662,-0.022277660201130978
Our SW,13,7,675.0,225.0,-0.163589120696513,0.20900931486127966,3.237154989474051,0.21288561073561704,-0.029562442810604495
Our SW,14,7,725.0,225.0,-0.20636445372278056,0.2104072626461176,3.2361647633397097,0.21292295416441695,-0.0372692041853695
Our SW,15,7,775.0,225.0,-0.24831293392555973,0.21176137232188172,3.2351861847594914,0.2129594729837246,-0.044870801789886894
Our SW,16,7,825.0,225.0,-0.28795391837870515,0.21301383635558735,3.2342556385004073,0.21299389619131254,-0.052068499469565266
Our SW,17,7,875.0,225.0,-0.32215206938154994,0.21407624937404104,3.2334489907865374,0.21302353707428612,-0.05827721136072994
Our SW,18,7,925.0,225.0,-0.3470133088668119,0.21484217125211624,3.2328605757449513,0.21304506047959199,-0.0627857396131859
Our SW,19,7,975.0,225.0,-0.3599314043374732,0.2152401554340099,3.2325542335174537,0.21305623961272618,-0.06512478249731668
Our SW,0,8,25.0,255.0,0.517011832420094,0.18432132580710942,3.2527084087867433,0.21229147572961743,0.09076439681801607
Our SW,1,8,75.0,255.0,0.5061904640835077,0.18571365849441088,3.2543921082831053,0.21242653425531582,0.08953469198383357
Our SW,2,8,125.0,255.0,0.4671832162571531,0.1867030821006367,3.251842141376884,0.21235108831701827,0.08069292779122605
Our SW,3,8,175.0,255.0,0.3960956637024619,0.18910644494325393,3.249987236590603,0.21239633671186314,0.06955128267829847
Our SW,4,8,225.0,255.0,0.32103978051495924,0.1919292918733549,3.24827694715082,0.21246100413583885,0.051853486892849965
Our SW,5,8,275.0,255.0,0.24548858975397236,0.19479178898973665,3.246471195967392,0.21252148609925667,0.045311904480788145
Our SW,6,8,325.0,255.0,0.1783132485634759,0.19721808463807494,3.2449266281901674,0.21257985851228378,0.03149105943592301
Our SW,7,8,375.0,255.0,0.1014068025618177,0.19856661279115434,3.243142870959122,0.21264659873963607,0.01999129354374185
Our SW,8,8,425.0,255.0,0.028371151736233384,0.19930770524191985,3.241363292501567,0.21270553981406898,0.01180688682628217
Our SW,9,8,475.0,255.0,-0.023774980038594455,0.2064683325487951,3.2401212104265613,0.21274927368237412,-0.002201622023328964
Our SW,10,8,525.0,255.0,-0.07919207597703673,0.20630213919879514,3.238995947979954,0.21280750747243915,-0.015606884651020447
Our SW,11,8,575.0,255.0,-0.13331447153508105,0.20756437569879133,3.237775030259927,0.21285600871003915,-0.023219870095125827
Our SW,12,8,625.0,255.0,-0.16730820057244972,0.2079830926919803,3.2370593469761095,0.2128888616457564,-0.02893067888254386
Our SW,13,8,675.0,255.0,-0.21733912648333797,0.21064285841762,3.23590553578487,0.2129323856174003,-0.03927431541680959
Our SW,14,8,725.0,255.0,-0.2736876999206841,0.21251500868385298,3.2345933442422585,0.21298145656574424,-0.049526456277204645
Our SW,15,8,775.0,255.0,-0.3290276242708564,0.2142709937349378,3.233292988702307,0.21302950204949905,-0.059554702872111065
Our SW,16,8,825.0,255.0,-0.38279775984225234,0.21591898398720658,3.2320200160297943,0.21307603018972107,-0.06932112114579891
Our SW,17,8,875.0,255.0,-0.4301295996393468,0.21733579990767318,3.230892919013902,0.21311688883550853,-0.07790937725643543
Our SW,18,8,925.0,255.0,-0.46438944032997453,0.21835356457673855,3.2300737096552568,0.21314642548458682,-0.08410970963823594
Our SW,19,8,975.0,255.0,-0.4819055462477542,0.21887599050441753,3.229653879779112,0.21316152246908668,-0.08727133771865847
Our SW,0,9,25.0,285.0,0.3927021422995571,0.18916949388560206,3.249889179798488,0.21239831193254227,0.06968079291333473
Our SW,1,9,75.0,285.0,0.3806508208256755,0.18967377433521349,3.2496824185876276,0.2124130334735647,0.06749156466784312
Our SW,2,9,125.0,285.0,0.35025437330860454,0.19080195410601672,3.2489442317581476,0.21243611631328774,0.06217726904750309
Our SW,3,9,175.0,285.0,0.301855205474291,0.1926520346992563,3.2478477863241957,0.21247831125012873,0.0539286283652296
Our SW,4,9,225.0,285.0,0.24818402293811367,0.19463225102514342,3.2466312436804863,0.21252544458342304,0.04437266422260833
Our SW,5,9,275.0,285.0,0.19826156357107313,0.1962811968067956,3.245488787190599,0.21256900734584044,0.03291784599468439
Our SW,6,9,325.0,285.0,0.13600245926738716,0.19859611814022587,3.2440524081897535,0.21262319942486987,0.019592359299019924
Our SW,7,9,375.0,285.0,0.07099965168396011,0.20058036683345323,3.2424463081776764,0.21267377099273066,0.016116971700091964
Our SW,8,9,425.0,285.0,0.00839574601743929,0.20283573433813892,3.2408828472056417,0.21272208990135702,0.003306960368848477
Our SW,9,9,475.0,285.0,-0.04437289631149545,0.2095671754369098,3.23962902230841,0.21276645335843952,-0.01170417501430987
Our SW,10,9,525.0,285.0,-0.1065176034391541,0.21195961208194816,3.238199790659933,0.2128210347007482,-0.022222192014587083
Our SW,11,9,575.0,285.0,-0.16266006120563858,0.2125556066704295,3.236941242371773,0.21287194171820384,-0.028883556202036198
Our SW,12,9,625.0,285.0,-0.21562616726295092,0.20798935656312828,3.2359354546419006,0.21293088948510866,-0.03800567300557556
Our SW,13,9,675.0,285.0,-0.2824235203343518,0.2124730973648353,3.2343872111164607,0.21298891528156555,-0.05106436392715574
Our SW,14,9,725.0,285.0,-0.3579573531047515,0.21501943476377328,3.232614518405926,0.2130544679232588,-0.06483173549159948
Our SW,15,9,775.0,285.0,-0.4292162389772535,0.21726350461874322,3.2309256427577995,0.21311614351680858,-0.07774363152995845
Our SW,16,9,825.0,285.0,-0.5018906539196074,0.21940823545502192,3.2291874341651776,0.2131787410886913,-0.09096172361519606
Our SW,17,9,875.0,285.0,-0.5677200113161374,0.2212842232026786,3.2276015751150924,0.21323526226732525,-0.1028942040824099
Our SW,18,9,925.0,285.0,-0.6145538858314268,0.22261771034751504,3.2264676337505316,0.21327542786155065,-0.11133437948690483
Our SW,19,9,975.0,285.0,-0.6376538655979485,0.22328539379351398,3.2259067727176753,0.21329524324143173,-0.11547759472066432
Our SW,0,10,25.0,315.0,0.293119111178346,0.19302348661524216,3.2476464912464302,0.21248600578410232,0.052379410875047494
