system,eos,step,pvi,reservoir_watercut
lmh,CPA,204,0.51,0.7048917673394147
lmh,CPA,205,0.5125,0.7069449422948166
lmh,CPA,206,0.515,0.7089374642297505
lmh,CPA,207,0.5175,0.710868663835558
lmh,CPA,208,0.52,0.712752452138562
lmh,CPA,209,0.5225,0.7145915806457593
lmh,CPA,210,0.525,0.7163858050398224
lmh,CPA,211,0.5275,0.7181355610164577
lmh,CPA,212,0.53,0.7198417170214427
lmh,CPA,213,0.5325,0.7215054645194804
lmh,CPA,214,0.535,0.7231282305199594
lmh,CPA,215,0.5375,0.7247115954879126
lmh,CPA,216,0.54,0.7262572184444771
lmh,CPA,217,0.5425,0.7277667611910372
lmh,CPA,218,0.545,0.72924181680491
lmh,CPA,219,0.5475,0.7306838451800014
lmh,CPA,220,0.55,0.7320941159368536
lmh,CPA,221,0.5525,0.7334736597552145
lmh,CPA,222,0.555,0.7348232287527441
lmh,CPA,223,0.5575,0.736143267442656
lmh,CPA,224,0.56,0.7374338901828146
lmh,CPA,225,0.5625,0.7386948618218088
lmh,CPA,226,0.565,0.7399255879766872
lmh,CPA,227,0.5675,0.7411251150604216
lmh,CPA,228,0.57,0.7422921458657292
lmh,CPA,229,0.5725,0.7434250705338057
lmh,CPA,230,0.575,0.7445220157574187
lmh,CPA,231,0.5775,0.7455809135486718
lmh,CPA,232,0.58,0.7465995900922883
lmh,CPA,233,0.5825,0.7475758753842175
lmh,CPA,234,0.585,0.7485077277793218
lmh,CPA,235,0.5875,0.7493933684648556
lmh,CPA,236,0.59,0.7502314200325491
lmh,CPA,237,0.5925,0.7510210413471807
lmh,CPA,238,0.595,0.7517620501251007
lmh,CPA,239,0.5975,0.7524550217500934
lmh,CPA,240,0.6,0.753101352930885
lmh,CPA,241,0.6025,0.7537033233331684
lmh,CPA,242,0.605,0.7542640856028745
lmh,CPA,243,0.6075,0.7547876198040588
lmh,CPA,244,0.61,0.755278654530431
lmh,CPA,245,0.6125,0.7557425590762
lmh,CPA,246,0.615,0.756185214101257
lmh,CPA,247,0.6175,0.7566128697242397
lmh,CPA,248,0.62,0.757031999926985
lmh,CPA,249,0.6225,0.7574491608576605
lmh,CPA,250,0.625,0.757870858525621
lmh,CPA,251,0.6275,0.7583034289908945
lmh,CPA,252,0.63,0.7587529319416386
lmh,CPA,253,0.6325,0.7592250569144049
lmh,CPA,254,0.635,0.7597250405600942
lmh,CPA,255,0.6375,0.7602575933288732
lmh,CPA,256,0.64,0.7608268345836117
lmh,CPA,257,0.6425,0.7614362362002167
lmh,CPA,258,0.645,0.7620885758524953
lmh,CPA,259,0.6475,0.7627859020965224
lmh,CPA,260,0.65,0.7635295138428346
lmh,CPA,261,0.6525,0.7643199567090112
lmh,CPA,262,0.655,0.7651570380851366
lmh,CPA,263,0.6575,0.7660398616423639
lmh,CPA,264,0.66,0.7669668806413458
lmh,CPA,265,0.6625,0.7679359679977548
lmh,CPA,266,0.665,0.7689444998397308
lmh,CPA,267,0.6675,0.7699894455685337
lmh,CPA,268,0.67,0.7710674662071875
lmh,CPA,269,0.6725,0.7721750202620977
lmh,CPA,270,0.675,0.7733084536219809
lmh,CPA,271,0.6775,0.7744640837281392
lmh,CPA,272,0.68,0.7756382750416895
lmh,CPA,273,0.6825,0.7768275033480362
lmh,CPA,274,0.685,0.7780284077645425
lmh,CPA,275,0.6875,0.7792378303633384
lmh,CPA,276,0.69,0.7804528440396936
lmh,CPA,277,0.6925,0.7816707697145236
lmh,CPA,278,0.695,0.7828891842937158
lmh,CPA,279,0.6975,0.7841059209807731
lmh,CPA,280,0.7,0.7853190634555518
lmh,CPA,281,0.7025,0.7865269353776615
lmh,CPA,282,0.705,0.7877280865324771
lmh,CPA,283,0.7075,0.7889212767589225
lmh,CPA,284,0.71,0.7901054586137498
lmh,CPA,285,0.7125,0.7912797595419389
lmh,CPA,286,0.715,0.7924434641513497
lmh,CPA,287,0.7175,0.7935959970469091
lmh,CPA,288,0.72,0.7947369065321718
lmh,CPA,289,0.7225,0.7958658493826493
lmh,CPA,290,0.725,0.7969825768195147
lmh,CPA,291,0.7275,0.7980869217305955
lmh,CPA,292,0.73,0.7991787871421099
lmh,CPA,293,0.7325,0.8002581359045702
lmh,CPA,294,0.735,0.8013249815332211
lmh,CPA,295,0.7375,0.8023793801261324
lmh,CPA,296,0.74,0.8034214232681525
lmh,CPA,297,0.7425,0.8044512318357376
lmh,CPA,298,0.745,0.8054689506255903
lmh,CPA,299,0.7475,0.8064747437098679
lmh,CPA,300,0.75,0.807468790435091
lmh,CPA,301,0.7525,0.8084512819937285
lmh,CPA,302,0.755,0.8094224185076305
lmh,CPA,303,0.7575,0.8103824065518893
lmh,CPA,304,0.76,0.8113314570653526
lmh,CPA,305,0.7625,0.8122697835961509
lmh,CPA,306,0.765,0.813197600833434
lmh,CPA,307,0.7675,0.8141151233879563
lmh,CPA,308,0.77,0.8150225647855717
lmh,CPA,309,0.7725,0.8159201366431994
lmh,CPA,310,0.775,0.8168080480008452
lmh,CPA,311,0.7775,0.8176865047876963
lmh,CPA,312,0.78,0.8185557094007337
lmh,CPA,313,0.7825,0.8194158603803264
lmh,CPA,314,0.785,0.8202671521664521
lmh,CPA,315,0.7875,0.8211097749188017
lmh,CPA,316,0.79,0.8219439143993764
lmh,CPA,317,0.7925,0.8227697518996214
lmh,CPA,318,0.795,0.823587464202712
lmh,CPA,319,0.7975,0.8243972235767512
lmh,CPA,320,0.8,0.825199197792875
lmh,CPA,321,0.8025,0.8259935501642041
lmh,CPA,322,0.805,0.8267804396008885
lmh,CPA,323,0.8075,0.8275600206779168
lmh,CPA,324,0.81,0.8283324437132795
lmh,CPA,325,0.8125,0.8290978548533527
lmh,CPA,326,0.815,0.8298563961636117
lmh,CPA,327,0.8175,0.8306082057227573
lmh,CPA,328,0.82,0.8313534177176544
lmh,CPA,329,0.8225,0.8320921625410778
lmh,CPA,330,0.825,0.8328245668901648
lmh,CPA,331,0.8275,0.8335507538631136
lmh,CPA,332,0.83,0.8342708430543496
lmh,CPA,333,0.8325,0.8349849506498677
lmh,CPA,334,0.835,0.8356931895207879
lmh,CPA,335,0.8375,0.8363956693156078
lmh,CPA,336,0.84,0.8370924965512319
lmh,CPA,337,0.8425,0.8377837747030588
lmh,CPA,338,0.845,0.838469604294087
lmh,CPA,339,0.8475,0.8391500829828282
lmh,CPA,340,0.85,0.8398253056499466
lmh,CPA,341,0.8525,0.8404953644835605
lmh,CPA,342,0.855,0.8411603490631867
lmh,CPA,343,0.8575,0.8418203464417591
lmh,CPA,344,0.86,0.842475441225831
lmh,CPA,345,0.8625,0.8431257156537315
lmh,CPA,346,0.865,0.8437712496716433
lmh,CPA,347,0.8675,0.8444121210073139
lmh,CPA,348,0.87,0.8450484052414318
lmh,CPA,349,0.8725,0.8456801758764578
lmh,CPA,350,0.875,0.8463075044031826
lmh,CPA,351,0.8775,0.8469304603647752
lmh,CPA,352,0.88,0.8475491114187684
lmh,CPA,353,0.8825,0.8481635233963201
lmh,CPA,354,0.885,0.8487737603597806
lmh,CPA,355,0.8875,0.8493798846578464
lmh,CPA,356,0.89,0.849981956978723
lmh,CPA,357,0.8925,0.8505800364014027
lmh,CPA,358,0.895,0.8511741804453159
lmh,CPA,359,0.8975,0.8517644451183316
lmh,CPA,360,0.9,0.8523508849629051
lmh,CPA,361,0.9025,0.8529335531009472
lmh,CPA,362,0.905,0.8535125012771162
lmh,CPA,363,0.9075,0.8540877799005361
lmh,CPA,364,0.91,0.8546594380855613
lmh,CPA,365,0.9125,0.8552275236911828
lmh,CPA,366,0.915,0.8557920833590322
lmh,CPA,367,0.9175,0.8563531625505094
lmh,CPA,368,0.92,0.856910805582497
lmh,CPA,369,0.9225,0.8574650556621177
lmh,CPA,370,0.925,0.8580159549206083
lmh,CPA,371,0.9275,0.8585635444460407
lmh,CPA,372,0.93,0.8591078643151644
lmh,CPA,373,0.9325,0.8596489536241372
lmh,CPA,374,0.935,0.860186850518429
lmh,CPA,375,0.9375,0.8607215922219428
lmh,CPA,376,0.94,0.8612532150650748
lmh,CPA,377,0.9425,0.8617817545122602
lmh,CPA,378,0.945,0.8623072451886247
lmh,CPA,379,0.9475,0.8628297209059146
lmh,CPA,380,0.95,0.8633492146869493
lmh,CPA,381,0.9525,0.863865758790351
lmh,CPA,382,0.955,0.8643793847338395
lmh,CPA,383,0.9575,0.8648901233166355
lmh,CPA,384,0.96,0.8653980046416828
lmh,CPA,385,0.9625,0.8659030581369047
lmh,CPA,386,0.965,0.8664053125757843
lmh,CPA,387,0.9675,0.8669047960972119
lmh,CPA,388,0.97,0.8674015362247571
lmh,CPA,389,0.9725,0.8678955598850986
lmh,CPA,390,0.975,0.8683868934261634
lmh,CPA,391,0.9775,0.8688755626348218
lmh,CPA,392,0.98,0.8693615927540039
lmh,CPA,393,0.9825,0.8698450084992083
lmh,CPA,394,0.985,0.8703258340743741
lmh,CPA,395,0.9875,0.870804093187627
lmh,CPA,396,0.99,0.871279809065761
lmh,CPA,397,0.9925,0.8717530044690682
lmh,CPA,398,0.995,0.8722237017055344
lmh,CPA,399,0.9975,0.872691922644409
lmh,CPA,400,1.0,0.8731576887289719
