experiment_id,step,pvi,recovery_fraction
R06,352,3.52,0.8691896147105174
R06,353,3.5300000000000002,0.8692576079449047
R06,354,3.54,0.8693252337774091
R06,355,3.5500000000000003,0.8693924946405373
R06,356,3.56,0.8694593929641932
R06,357,3.5700000000000003,0.8695259311747385
R06,358,3.58,0.8695921116941205
R06,359,3.59,0.8696579369390465
R06,360,3.6,0.869723409320213
R06,361,3.61,0.8697885312415805
R06,362,3.62,0.8698533050996945
R06,363,3.63,0.8699177332830473
R06,364,3.64,0.8699818181714889
R06,365,3.65,0.8700455621356624
R06,366,3.66,0.8701089675364948
R06,367,3.67,0.870172036724705
R06,368,3.68,0.8702347720403564
R06,369,3.69,0.8702971758124374
R06,370,3.7,0.8703592503584715
R06,371,3.71,0.8704209979841553
R06,372,3.72,0.8704824209830243
R06,373,3.73,0.8705435216361438
R06,374,3.74,0.8706043022118245
R06,375,3.75,0.8706647649653578
R06,376,3.7600000000000002,0.8707249121387771
R06,377,3.77,0.8707847459606348
R06,378,3.7800000000000002,0.8708442686458048
R06,379,3.79,0.8709034823952966
R06,380,3.8000000000000003,0.8709623893960918
R06,381,3.81,0.8710209918209946
R06,382,3.8200000000000003,0.8710792918284952
R06,383,3.83,0.871137291562655
R06,384,3.84,0.8711949931529978
R06,385,3.85,0.8712523987144227
R06,386,3.86,0.8713095103471191
R06,387,3.87,0.8713663301365031
R06,388,3.88,0.8714228601531551
R06,389,3.89,0.87147910245278
R06,390,3.9,0.8715350590761666
R06,391,3.91,0.8715907320491605
R06,392,3.92,0.8716461233826454
R06,393,3.93,0.8717012350725357
R06,394,3.94,0.8717560691029383
R06,395,3.95,0.8718106274349386
R06,396,3.96,0.8718649120212312
R06,397,3.97,0.8719189247979208
R06,398,3.98,0.8719726676861644
R06,399,3.99,0.8720261425952414
R06,400,4.0,0.8720793514119712
R10,0,0.0,0.0
R10,1,0.01,0.010648474446017143
R10,2,0.02,0.02131892392322309
R10,3,0.03,0.031989440869202426
R10,4,0.04,0.042659984768549236
R10,5,0.05,0.05333055705201347
R10,6,0.06,0.0640011586655004
R10,7,0.07,0.07467179029174285
R10,8,0.08,0.08534245252439995
R10,9,0.09,0.0960131462977369
R10,10,0.1,0.10668387240734739
R10,11,0.11,0.11735463088815515
R10,12,0.12,0.12802542121887875
R10,13,0.13,0.13869624414956283
R10,14,0.14,0.14936710043177048
R10,15,0.15,0.16003798985952117
R10,16,0.16,0.17070891114782705
R10,17,0.17,0.18137986635196765
R10,18,0.18,0.19205085527001156
R10,19,0.19,0.2027218767703195
R10,20,0.2,0.2133929316844183
R10,21,0.21,0.22406402069807818
R10,22,0.22,0.2347351430106499
R10,23,0.23,0.24540629818992574
R10,24,0.24,0.25607748774206585
R10,25,0.25,0.2667487112647227
R10,26,0.26,0.2774199671292649
R10,27,0.27,0.2880912575362236
R10,28,0.28,0.29876258230492253
R10,29,0.29,0.30943393947118386
R10,30,0.3,0.32010533097489363
R10,31,0.31,0.3307767570442996
R10,32,0.32,0.34144821591208696
R10,33,0.33,0.35211970872303683
R10,34,0.34,0.36279123622310383
R10,35,0.35000000000000003,0.3734627969485731
R10,36,0.36,0.3841343912697866
R10,37,0.37,0.39480602029590717
R10,38,0.38,0.4054776829556717
R10,39,0.39,0.4161493789762238
R10,40,0.4,0.4268211096380973
R10,41,0.41000000000000003,0.43749287424296246
R10,42,0.42,0.4481646720947665
R10,43,0.43,0.45883650453442887
R10,44,0.44,0.46950837108035487
R10,45,0.45,0.4801802708049256
R10,46,0.46,0.4908522051617976
R10,47,0.47000000000000003,0.5015241736835374
R10,48,0.48,0.5121961752471446
R10,49,0.49,0.522868211584887
R10,50,0.5,0.5335402821562252
R10,51,0.51,0.5442123855041647
R10,52,0.52,0.5548845237583381
R10,53,0.53,0.5655566964166961
R10,54,0.54,0.5762289015162592
R10,55,0.55,0.5869011415041678
R10,56,0.56,0.5975734161387024
R10,57,0.5700000000000001,0.6082457229459736
R10,58,0.58,0.6189180644273683
R10,59,0.59,0.6295904407076555
R10,60,0.6,0.6402628490757132
R10,61,0.61,0.6509352918079678
R10,62,0.62,0.6616077692072677
R10,63,0.63,0.6722802788545936
R10,64,0.64,0.6829528225991697
R10,65,0.65,0.6936254007107988
R10,66,0.66,0.7042980111644805
R10,67,0.67,0.7149706556882394
R10,68,0.68,0.7256433341509221
R10,69,0.6900000000000001,0.7363160393866734
R10,70,0.7000000000000001,0.7469886222819662
R10,71,0.71,0.7576568321708421
R10,72,0.72,0.76821234310598
R10,73,0.73,0.7775287329777798
R10,74,0.74,0.7839694216330757
R10,75,0.75,0.7881840175638409
R10,76,0.76,0.7911982741819089
R10,77,0.77,0.7935597621806938
R10,78,0.78,0.7955331624745348
R10,79,0.79,0.7972547092829853
R10,80,0.8,0.7988005772330903
R10,81,0.81,0.8002166480747194
R10,82,0.8200000000000001,0.8015323324524634
R10,83,0.8300000000000001,0.8027674783573471
R10,84,0.84,0.8039360662567913
R10,85,0.85,0.8050483052592018
R10,86,0.86,0.8061118820092876
R10,87,0.87,0.8071327381901392
R10,88,0.88,0.8081155732599002
R10,89,0.89,0.8090641788622128
R10,90,0.9,0.809981668343749
R10,91,0.91,0.8108706386456719
R10,92,0.92,0.8117332858474787
R10,93,0.93,0.8125714899901152
R10,94,0.9400000000000001,0.8133868788486877
R10,95,0.9500000000000001,0.814180875527929
R10,96,0.96,0.8149547352127009
R10,97,0.97,0.8157095742824306
R10,98,0.98,0.8164463925928019
R10,99,0.99,0.8171660914015987
R10,100,1.0,0.8178694882757312
R10,101,1.01,0.8185573285793543
R10,102,1.02,0.8192302950613075
R10,103,1.03,0.8198890162346216
R10,104,1.04,0.8205340727565589
R10,105,1.05,0.8211660029521674
R10,106,1.06,0.8217853079081648
R10,107,1.07,0.822392455227647
R10,108,1.08,0.8229878824112262
R10,109,1.09,0.8235720001711547
R10,110,1.1,0.8241451947404698
R10,111,1.11,0.8247078300507211
R10,112,1.12,0.8252602500193899
R10,113,1.1300000000000001,0.8258027800160422
R10,114,1.1400000000000001,0.8263357283268179
R10,115,1.1500000000000001,0.8268593878169461
R10,116,1.16,0.8273740368804071
R10,117,1.17,0.827879940462043
R10,118,1.18,0.8283773513215275
R10,119,1.19,0.828866510652657
R10,120,1.2,0.8293476488201753
R10,121,1.21,0.8298209863589465
R10,122,1.22,0.8302867343737976
R10,123,1.23,0.8307450950860834
R10,124,1.24,0.8311962626504312
R10,125,1.25,0.8316404234037924
R10,126,1.26,0.8320777562815223
R10,127,1.27,0.8325084335040902
R10,128,1.28,0.8329326207200629
R10,129,1.29,0.8333504773294549
R10,130,1.3,0.8337621570761721
R10,131,1.31,0.8341678081125682
R10,132,1.32,0.8345675732578435
R10,133,1.33,0.8349615905185168
R10,134,1.34,0.8353499930952284
R10,135,1.35,0.8357329095930716
R10,136,1.36,0.8361104644871832
R10,137,1.37,0.8364827780855016
R10,138,1.3800000000000001,0.8368499667034314
R10,139,1.3900000000000001,0.8372121430863435
R10,140,1.4000000000000001,0.8375694163382598
R10,141,1.41,0.8379218920705337
R10,142,1.42,0.8382696727877098
R10,143,1.43,0.8386128577900618
R10,144,1.44,0.8389515433090422
R10,145,1.45,0.8392858228493316
R10,146,1.46,0.8396157870835318
R10,147,1.47,0.8399415239733463
R10,148,1.48,0.840263119073798
R10,149,1.49,0.8405806554244436
R10,150,1.5,0.840894213658366
R10,151,1.51,0.8412038722743126
R10,152,1.52,0.8415097075262422
R10,153,1.53,0.8418117935237521
R10,154,1.54,0.8421102024748732
R10,155,1.55,0.8424050045761091
R10,156,1.56,0.8426962681061005
R10,157,1.57,0.8429840596426177
R10,158,1.58,0.8432684439538924
R10,159,1.59,0.8435494840876073
R10,160,1.6,0.8438272415638528
R10,161,1.61,0.8441017762696963
R10,162,1.62,0.8443731465440858
R10,163,1.6300000000000001,0.844641409349326
R10,164,1.6400000000000001,0.8449066201691281
R10,165,1.6500000000000001,0.8451688330907484
R10,166,1.6600000000000001,0.8454281009567391
R10,167,1.67,0.84568447526694
R10,168,1.68,0.845938006258706
R10,169,1.69,0.8461887430404416
R10,170,1.7,0.84643673349796
R10,171,1.71,0.8466820243733667
R10,172,1.72,0.8469246613818102
R10,173,1.73,0.8471646891223934
R10,174,1.74,0.8474021511562709
R10,175,1.75,0.8476370901077704
R10,176,1.76,0.847869547580056
R10,177,1.77,0.8480995642328186
R10,178,1.78,0.8483271798688671
R10,179,1.79,0.848552433354588
R10,180,1.8,0.848775362697594
R10,181,1.81,0.8489960051197046
R10,182,1.82,0.8492143969822776
R10,183,1.83,0.8494305738640384
R10,184,1.84,0.8496445706213386
R10,185,1.85,0.8498564213183419
R10,186,1.86,0.8500661593052319
R10,187,1.87,0.8502738172665494
R10,188,1.8800000000000001,0.8504794271561762
R10,189,1.8900000000000001,0.8506830202760983
R10,190,1.9000000000000001,0.8508846273135293
R10,191,1.9100000000000001,0.851084278280626
R10,192,1.92,0.8512820025939486
R10,193,1.93,0.8514778291009953
R10,194,1.94,0.8516717860245983
R10,195,1.95,0.8518639010431576
R10,196,1.96,0.8520542013072039
R10,197,1.97,0.8522427133883751
R10,198,1.98,0.8524294633604887
R10,199,1.99,0.8526144768067124
R10,200,2.0,0.8527977787729852
R10,201,2.0100000000000002,0.8529793938500148
R10,202,2.02,0.8531593461715302
R10,203,2.0300000000000002,0.8533376593720747
R10,204,2.04,0.8535143566699491
R10,205,2.05,0.8536894608570371
R10,206,2.06,0.8538629942608417
R10,207,2.07,0.8540349788283937
R10,208,2.08,0.8542054361081108
R10,209,2.09,0.8543743872159456
R10,210,2.1,0.8545418529203006
R10,211,2.11,0.8547078536163034
R10,212,2.12,0.8548724092959706
R10,213,2.13,0.8550355396341156
R10,214,2.14,0.8551972639554549
R10,215,2.15,0.8553576012086115
R10,216,2.16,0.8555165700531712
R10,217,2.17,0.8556741888197277
R10,218,2.18,0.8558304754879164
R10,219,2.19,0.855985447774258
R10,220,2.2,0.856139123085872
R10,221,2.21,0.8562915185020427
R10,222,2.22,0.856442650863118
R10,223,2.23,0.8565925367181231
R10,224,2.24,0.8567411923097783
R10,225,2.25,0.8568886336644084
R10,226,2.2600000000000002,0.8570348765337048
R10,227,2.27,0.8571799363831624
R10,228,2.2800000000000002,0.8573238284829752
R10,229,2.29,0.8574665678442116
R10,230,2.3000000000000003,0.8576081692105794
R10,231,2.31,0.8577486471502876
R10,232,2.32,0.8578880159869019
R10,233,2.33,0.8580262897943457
R10,234,2.34,0.8581634824897008
R10,235,2.35,0.8582996077590097
R10,236,2.36,0.8584346790553996
R10,237,2.37,0.8585687096928253
R10,238,2.38,0.8587017127664539
R10,239,2.39,0.8588337011567841
R10,240,2.4,0.8589646876184354
R10,241,2.41,0.8590946847006818
R10,242,2.42,0.8592237047569462
R10,243,2.43,0.8593517600246271
R10,244,2.44,0.8594788625504953
R10,245,2.45,0.8596050242031077
R10,246,2.46,0.859730256744486
R10,247,2.47,0.8598545717601888
R10,248,2.48,0.8599779806746601
R10,249,2.49,0.8601004948149837
R10,250,2.5,0.8602221253455978
R10,251,2.5100000000000002,0.8603428832863345
R10,252,2.52,0.8604627795687956
R10,253,2.5300000000000002,0.860581824975429
R10,254,2.54,0.8607000301602744
R10,255,2.5500000000000003,0.8608174056981984
R10,256,2.56,0.8609339620282445
R10,257,2.57,0.861049709477024
R10,258,2.58,0.861164658301108
R10,259,2.59,0.8612788186345436
R10,260,2.6,0.8613922005148222
R10,261,2.61,0.8615048139187051
R10,262,2.62,0.8616166687138512
R10,263,2.63,0.8617277746872188
R10,264,2.64,0.8618381415746953
R10,265,2.65,0.8619477790165846
R10,266,2.66,0.8620566965885741
R10,267,2.67,0.8621649038252939
R10,268,2.68,0.8622724101796369
R10,269,2.69,0.8623792250561546
R10,270,2.7,0.8624853578288427
R10,271,2.71,0.8625908178041636
R10,272,2.72,0.8626956142568519
R10,273,2.73,0.8627997564421093
R10,274,2.74,0.8629032535622004
R10,275,2.75,0.8630061148047918
R10,276,2.7600000000000002,0.863108349349431
R10,277,2.77,0.8632099663377889
R10,278,2.7800000000000002,0.8633109749150629
R10,279,2.79,0.863411384229217
R10,280,2.8000000000000003,0.8635112034064936
R10,281,2.81,0.8636104415974423
R10,282,2.82,0.8637091079604734
R10,283,2.83,0.8638072116554013
R10,284,2.84,0.8639047618935062
R10,285,2.85,0.8640017678677345
R10,286,2.86,0.8640982388434084
R10,287,2.87,0.8641941841638761
R10,288,2.88,0.8642896129866854
R10,289,2.89,0.8643845349065057
R10,290,2.9,0.8644789594514993
R10,291,2.91,0.8645728952563585
R10,292,2.92,0.8646663533847261
R10,293,2.93,0.8647593430030649
R10,294,2.94,0.8648518701750698
R10,295,2.95,0.8649439535724459
R10,296,2.96,0.8650355959714074
R10,297,2.97,0.8651267947389855
R10,298,2.98,0.8652175475357156
R10,299,2.99,0.8653078523117638
R10,300,3.0,0.8653977072941268
R10,301,3.0100000000000002,0.8654871109738947
R10,302,3.02,0.8655760620938493
R10,303,3.0300000000000002,0.8656645596363786
R10,304,3.04,0.8657526028118183
R10,305,3.0500000000000003,0.865840191047049
R10,306,3.06,0.8659273239745616
R10,307,3.0700000000000003,0.866014001421893
R10,308,3.08,0.8661002234013669
R10,309,3.09,0.8661859901002807
R10,310,3.1,0.8662713018714774
R10,311,3.11,0.8663561592242044
R10,312,3.12,0.8664405628154245
R10,313,3.13,0.866524513441441
R10,314,3.14,0.8666080120298798
R10,315,3.15,0.8666910596320495
R10,316,3.16,0.8667736574155568
R10,317,3.17,0.8668558066573256
R10,318,3.18,0.8669375087368978
R10,319,3.19,0.8670187651300394
R10,320,3.2,0.8670995774026381
R10,321,3.21,0.8671799472049169
R10,322,3.22,0.8672598762658842
R10,323,3.23,0.8673393663880493
R10,324,3.24,0.8674184194424304
R10,325,3.25,0.8674970373637748
R10,326,3.2600000000000002,0.8675752221460252
R10,327,3.27,0.8676529758380113
R10,328,3.2800000000000002,0.8677303005393551
R10,329,3.29,0.8678071983965846
R10,330,3.3000000000000003,0.8678836715994436
R10,331,3.31,0.8679597223773937
R10,332,3.3200000000000003,0.8680353529962953
R10,333,3.33,0.8681105657552618
R10,334,3.34,0.8681853629836782
R10,335,3.35,0.8682597470383754
R10,336,3.36,0.8683337203009598
R10,337,3.37,0.868407285175273
R10,338,3.38,0.8684804440850228
R10,339,3.39,0.8685531994714806
R10,340,3.4,0.8686255537913653
R10,341,3.41,0.8686975095148024
R10,342,3.42,0.8687690691234432
R10,343,3.43,0.8688402351086145
R10,344,3.44,0.8689110099696435
R10,345,3.45,0.8689813962122386
R10,346,3.46,0.8690513963469749
R10,347,3.47,0.8691210128878624
R10,348,3.48,0.8691902483509942
R10,349,3.49,0.8692591052532818
R10,350,3.5,0.8693275861112564
R10,351,3.5100000000000002,0.869395693439944
R10,352,3.52,0.869463429751807
R10,353,3.5300000000000002,0.8695307975557495
R10,354,3.54,0.8695977993561859
R10,355,3.5500000000000003,0.869664437652162
R10,356,3.56,0.8697307149365303
R10,357,3.5700000000000003,0.8697966336951847
R10,358,3.58,0.8698621964063323
R10,359,3.59,0.8699274055398218
R10,360,3.6,0.8699922635565119
R10,361,3.61,0.8700567729076781
R10,362,3.62,0.8701209360344648
R10,363,3.63,0.8701847553673742
R10,364,3.64,0.8702482333257826
R10,365,3.65,0.870311372317502
R10,366,3.66,0.8703741747383666
R10,367,3.67,0.8704366429718502
R10,368,3.68,0.8704987793887136
R10,369,3.69,0.870560586346676
R10,370,3.7,0.8706220661901186
R10,371,3.71,0.8706832212498041
R10,372,3.72,0.8707440538426267
R10,373,3.73,0.8708045662713787
R10,374,3.74,0.8708647608245389
R10,375,3.75,0.870924639776077
R10,376,3.7600000000000002,0.8709842053852985
R10,377,3.77,0.871043459896663
R10,378,3.7800000000000002,0.8711024055396605
R10,379,3.79,0.8711610445286845
R10,380,3.8000000000000003,0.8712193790629216
R10,381,3.81,0.871277411326259
R10,382,3.8200000000000003,0.8713351434871989
R10,383,3.83,0.8713925776987901
R10,384,3.84,0.871449716098571
R10,385,3.85,0.8715065608085201
R10,386,3.86,0.8715631139350216
R10,387,3.87,0.8716193775688378
R10,388,3.88,0.8716753537850903
R10,389,3.89,0.871731044643252
R10,390,3.9,0.8717864521871467
R10,391,3.91,0.8718415784449555
R10,392,3.92,0.8718964254292308
R10,393,3.93,0.8719509951369179
R10,394,3.94,0.8720052895493826
R10,395,3.95,0.8720593106324432
R10,396,3.96,0.8721130603364119
R10,397,3.97,0.8721665405961385
R10,398,3.98,0.8722197533310578
R10,399,3.99,0.8722727004452472
R10,400,4.0,0.8723253838274795
R12,0,0.0,0.0
R12,1,0.01,0.010647412211059448
R12,2,0.02,0.021317607199080966
R12,3,0.03,0.031987875882944876
R12,4,0.04,0.042658174473644235
R12,5,0.05,0.05332850452474881
R12,6,0.06,0.0639988670634835
R12,7,0.07,0.07466926284191563
R12,8,0.08,0.08533969248826676
R12,9,0.09,0.09601015692189624
R12,10,0.1,0.10668065711759464
R12,11,0.11,0.1173511931028312
R12,12,0.12,0.12802176441318705
R12,13,0.13,0.13869237158250147
R12,14,0.14,0.1493630156045417
R12,15,0.15,0.16003369626807376
R12,16,0.16,0.17070441236610287
R12,17,0.17,0.18137516565494755
R12,18,0.18,0.19204595618005482
R12,19,0.19,0.202716783050037
R12,20,0.2,0.21338764646714597
R12,21,0.21,0.22405854752951934
R12,22,0.22,0.23472948580170222
R12,23,0.23,0.24540045994736054
R12,24,0.24,0.2560714720374216
R12,25,0.25,0.2667425218057201
R12,26,0.26,0.27741360752790406
R12,27,0.27,0.28808473100024257
R12,28,0.28,0.2987558923870341
R12,29,0.29,0.3094270902265978
R12,30,0.3,0.3200983253389143
R12,31,0.31,0.3307695985799151
R12,32,0.32,0.341440908769558
R12,33,0.33,0.3521122557275458
R12,34,0.34,0.3627836409729468
R12,35,0.35000000000000003,0.37345506369069775
R12,36,0.36,0.3841265226891442
R12,37,0.37,0.3947980200334852
R12,38,0.38,0.40546955538375495
R12,39,0.39,0.41614112661596225
R12,40,0.4,0.42681273614709364
R12,41,0.41000000000000003,0.4374843840529806
R12,42,0.42,0.44815606778787814
R12,43,0.43,0.4588277896253383
R12,44,0.44,0.4694995498776331
R12,45,0.45,0.4801713463942031
R12,46,0.46,0.4908431806811743
R12,47,0.47000000000000003,0.5015150532929784
R12,48,0.48,0.5121869625460787
R12,49,0.49,0.5228589093787699
R12,50,0.5,0.5335308944008994
R12,51,0.51,0.5442029162816503
R12,52,0.52,0.5548749756372598
R12,53,0.53,0.5655470731188037
R12,54,0.54,0.5762192075069499
R12,55,0.55,0.5868913792071558
R12,56,0.56,0.5975635890895311
R12,57,0.5700000000000001,0.6082358358621791
R12,58,0.58,0.6189081196068545
R12,59,0.59,0.629580441624539
R12,60,0.6,0.6402528005943082
R12,61,0.61,0.650925196039695
R12,62,0.62,0.6615976297290457
R12,63,0.63,0.672270100567194
R12,64,0.64,0.6829426074022044
R12,65,0.65,0.693615152260766
R12,66,0.66,0.7042877345267009
R12,67,0.67,0.7149603525336118
R12,68,0.68,0.7256330080063056
R12,69,0.6900000000000001,0.7363056932634107
R12,70,0.7000000000000001,0.7469781949929162
R12,71,0.71,0.7576446329339688
R12,72,0.72,0.7681614141131703
R12,73,0.73,0.7772533829204478
R12,74,0.74,0.7834523895909898
R12,75,0.75,0.7875398735674864
R12,76,0.76,0.7904947622577605
R12,77,0.77,0.7928281095351045
R12,78,0.78,0.7947882646631759
R12,79,0.79,0.796504234133219
R12,80,0.8,0.7980487613872675
R12,81,0.81,0.7994659690912818
R12,82,0.8200000000000001,0.8007843020549594
R12,83,0.8300000000000001,0.8020230478272473
R12,84,0.84,0.8031958456561069
R12,85,0.85,0.8043126880326311
R12,86,0.86,0.8053811204137197
R12,87,0.87,0.80640698973006
R12,88,0.88,0.8073949298960285
R12,89,0.89,0.8083486871594736
R12,90,0.9,0.8092713427856131
R12,91,0.91,0.8101654702903149
R12,92,0.92,0.8110332492088026
R12,93,0.93,0.8118765477065503
R12,94,0.9400000000000001,0.8126969845579172
R12,95,0.9500000000000001,0.8134959766934802
R12,96,0.96,0.8142747750198696
R12,97,0.97,0.8150344925673019
R12,98,0.98,0.8157761271964048
R12,99,0.99,0.8165005790397165
R12,100,1.0,0.8172086647277386
R12,101,1.01,0.8179011294322038
R12,102,1.02,0.8185786561592695
R12,103,1.03,0.8192418735639762
R12,104,1.04,0.8198913629095446
R12,105,1.05,0.8205276633908414
R12,106,1.06,0.8211512767201715
R12,107,1.07,0.8217626714484099
R12,108,1.08,0.8223622862028384
R12,109,1.09,0.8229505325241218
R12,110,1.1,0.8235277977181158
R12,111,1.11,0.8240944469290368
R12,112,1.12,0.8246508249680953
R12,113,1.1300000000000001,0.8251972582979753
R12,114,1.1400000000000001,0.8257340564183919
R12,115,1.1500000000000001,0.8262615130861594
R12,116,1.16,0.8267799077573785
R12,117,1.17,0.827289506551181
R12,118,1.18,0.8277905630831915
R12,119,1.19,0.8282833195546767
R12,120,1.2,0.82876800744679
R12,121,1.21,0.8292448480994502
R12,122,1.22,0.829714053560811
R12,123,1.23,0.8301758271036145
R12,124,1.24,0.8306303636308893
R12,125,1.25,0.8310778503564417
R12,126,1.26,0.8315184672012529
R12,127,1.27,0.8319523870767095
R12,128,1.28,0.8323797764434706
R12,129,1.29,0.8328007956227604
R12,130,1.3,0.8332155989937335
R12,131,1.31,0.8336243354599933
R12,132,1.32,0.8340271487010699
R12,133,1.33,0.8344241773060749
R12,134,1.34,0.8348155551700034
R12,135,1.35,0.8352014117014755
R12,136,1.36,0.8355818719094331
R12,137,1.37,0.8359570567436307
R12,138,1.3800000000000001,0.8363270832707538
R12,139,1.3900000000000001,0.8366920647243798
R12,140,1.4000000000000001,0.8370521108025822
R12,141,1.41,0.8374073278190084
R12,142,1.42,0.8377578187254292
R12,143,1.43,0.8381036833738174
R12,144,1.44,0.8384450186486611
R12,145,1.45,0.8387819184681925
R12,146,1.46,0.8391144740172334
R12,147,1.47,0.8394427738648725
R12,148,1.48,0.839766903948958
R12,149,1.49,0.8400869477850867
R12,150,1.5,0.8404029865719193
R12,151,1.51,0.840715099163151
R12,152,1.52,0.8410233622558652
R12,153,1.53,0.8413278504864985
R12,154,1.54,0.8416286363927201
R12,155,1.55,0.8419257905838792
R12,156,1.56,0.8422193818299355
R12,157,1.57,0.8425094770148519
R12,158,1.58,0.8427961412925569
R12,159,1.59,0.8430794381688643
R12,160,1.6,0.8433594294490346
R12,161,1.61,0.8436361753806902
R12,162,1.62,0.8439097347303334
R12,163,1.6300000000000001,0.8441801647261491
R12,164,1.6400000000000001,0.8444475211892871
R12,165,1.6500000000000001,0.8447118586061957
R12,166,1.6600000000000001,0.8449732300677005
R12,167,1.67,0.8452316873900061
R12,168,1.68,0.8454872811833638
R12,169,1.69,0.8457400607879517
R12,170,1.7,0.8459900743867363
R12,171,1.71,0.8462373690701849
R12,172,1.72,0.8464819907701727
R12,173,1.73,0.8467239843652093
R12,174,1.74,0.8469633937419013
R12,175,1.75,0.8472002617274289
R12,176,1.76,0.847434630188003
R12,177,1.77,0.8476665400873409
R12,178,1.78,0.8478960314182665
R12,179,1.79,0.8481231432950843
R12,180,1.8,0.8483479140093642
R12,181,1.81,0.8485703809610254
R12,182,1.82,0.8487905807453252
R12,183,1.83,0.8490085492061007
R12,184,1.84,0.8492243213667082
R12,185,1.85,0.8494379315121814
R12,186,1.86,0.849649413240083
R12,187,1.87,0.8498587993915837
R12,188,1.8800000000000001,0.8500661221292932
R12,189,1.8900000000000001,0.8502714129858367
R12,190,1.9000000000000001,0.8504747027953333
R12,191,1.9100000000000001,0.8506760217673026
R12,192,1.92,0.8508753995331056
R12,193,1.93,0.8510728650779855
R12,194,1.94,0.8512684468114079
R12,195,1.95,0.851462172611643
R12,196,1.96,0.8516540697582532
R12,197,1.97,0.8518441649994862
R12,198,1.98,0.8520324845945704
R12,199,1.99,0.8522190542475854
R12,200,2.0,0.8524038991714921
R12,201,2.0100000000000002,0.8525870441287761
R12,202,2.02,0.8527685133660806
R12,203,2.0300000000000002,0.8529483306759092
R12,204,2.04,0.853126519435174
R12,205,2.05,0.8533031025411362
R12,206,2.06,0.8534781024704786
R12,207,2.07,0.8536515413162425
R12,208,2.08,0.8538234407247287
R12,209,2.09,0.8539938219526595
R12,210,2.1,0.8541627059022012
R12,211,2.11,0.8543301130591091
R12,212,2.12,0.8544960635479387
R12,213,2.13,0.8546605771653379
R12,214,2.14,0.854823673319469
R12,215,2.15,0.8549853710834402
R12,216,2.16,0.8551456892268722
R12,217,2.17,0.8553046461567807
R12,218,2.18,0.8554622599691635
R12,219,2.19,0.8556185484791008
R12,220,2.2,0.8557735291628055
R12,221,2.21,0.8559272192079386
R12,222,2.22,0.8560796355419723
R12,223,2.23,0.8562307947756257
R12,224,2.24,0.8563807132518461
R12,225,2.25,0.8565294070725927
R12,226,2.2600000000000002,0.8566768920436187
R12,227,2.27,0.8568231837223745
R12,228,2.2800000000000002,0.8569682974430055
R12,229,2.29,0.8571122482628359
R12,230,2.3000000000000003,0.8572550510087937
R12,231,2.31,0.8573967203012696
R12,232,2.32,0.8575372705017066
R12,233,2.33,0.857676715758242
R12,234,2.34,0.8578150700279746
R12,235,2.35,0.8579523470259864
R12,236,2.36,0.8580885602700818
R12,237,2.37,0.8582237231015785
R12,238,2.38,0.8583578486358623
R12,239,2.39,0.858490949806136
R12,240,2.4,0.8586230393829173
R12,241,2.41,0.8587541299259742
R12,242,2.42,0.8588842338273409
R12,243,2.43,0.8590133633294751
R12,244,2.44,0.8591415304785027
R12,245,2.45,0.8592687471667233
R12,246,2.46,0.8593950251493472
R12,247,2.47,0.8595203759991581
R12,248,2.48,0.8596448111484515
R12,249,2.49,0.8597683419044663
R12,250,2.5,0.8598909794054665
R12,251,2.5100000000000002,0.860012734662135
R12,252,2.52,0.8601336185718481
R12,253,2.5300000000000002,0.8602536418760283
R12,254,2.54,0.8603728152012022
R12,255,2.5500000000000003,0.8604911490719532
R12,256,2.56,0.8606086538698071
R12,257,2.57,0.8607253398738312
R12,258,2.58,0.8608412172724341
R12,259,2.59,0.8609562961236492
R12,260,2.6,0.8610705863954248
R12,261,2.61,0.8611840979762951
R12,262,2.62,0.8612968406370594
R12,263,2.63,0.861408824070828
R12,264,2.64,0.8615200579025997
R12,265,2.65,0.8616305516523277
R12,266,2.66,0.8617403147748486
R12,267,2.67,0.8618493566683026
R12,268,2.68,0.8619576866386955
R12,269,2.69,0.8620653139395972
R12,270,2.7,0.8621722477796854
R12,271,2.71,0.86227849728859
R12,272,2.72,0.8623840715566362
R12,273,2.73,0.8624889796413041
R12,274,2.74,0.8625932305345266
R12,275,2.75,0.8626968332024381
R12,276,2.7600000000000002,0.8627997965908588
R12,277,2.77,0.8629021295939786
R12,278,2.7800000000000002,0.8630038410942543
R12,279,2.79,0.8631049399667791
R12,280,2.8000000000000003,0.8632054350493908
R12,281,2.81,0.8633053351833597
R12,282,2.82,0.8634046492152176
R12,283,2.83,0.863503385969324
R12,284,2.84,0.8636015542914334
R12,285,2.85,0.8636991630408968
R12,286,2.86,0.8637962210740052
R12,287,2.87,0.863892737294351
R12,288,2.88,0.8639887206032382
R12,289,2.89,0.8640841799463473
R12,290,2.9,0.8641791243600172
R12,291,2.91,0.8642735627479756
R12,292,2.92,0.8643675042852904
R12,293,2.93,0.8644609582621136
R12,294,2.94,0.8645539332172689
R12,295,2.95,0.8646464392210681
R12,296,2.96,0.8647384858611701
R12,297,2.97,0.8648300795466344
R12,298,2.98,0.8649212349270846
R12,299,2.99,0.8650119600092906
R12,300,3.0,0.8651022521664268
R12,301,3.0100000000000002,0.8651921090475247
R12,302,3.02,0.8652815285830021
R12,303,3.0300000000000002,0.8653705089726105
