id,source,pair,kind,split,temperature_K,pressure_Pa,salinity_molal,density_kg_m3,uncertainty,x_h2o,x_co2,x_ch4,x_c2,x_nc4,y_h2o,y_co2,y_ch4,y_c2,y_nc4
yang2018_co2_c2_033,Yang et al. (2018),co2_c2,density,validation,273.15,1025369.9999999999,0.0,20.0779,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_034,Yang et al. (2018),co2_c2,density,validation,273.15,1037440.0,0.0,20.3384,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_035,Yang et al. (2018),co2_c2,density,training,273.15,1037849.9999999999,0.0,20.347,0.0087,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_036,Yang et al. (2018),co2_c2,density,training,273.15,1026619.9999999999,0.0,20.1024,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_037,Yang et al. (2018),co2_c2,density,training,273.15,1027050.0,0.0,20.1108,0.0086,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_038,Yang et al. (2018),co2_c2,density,training,273.15,531090.0,0.0,10.008,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_039,Yang et al. (2018),co2_c2,density,training,273.15,531520.0,0.0,10.0165,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_040,Yang et al. (2018),co2_c2,density,training,273.15,531920.0,0.0,10.0243,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_041,Yang et al. (2018),co2_c2,density,validation,273.15,544520.0,0.0,10.2735,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_042,Yang et al. (2018),co2_c2,density,training,273.15,544860.0,0.0,10.2801,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_043,Yang et al. (2018),co2_c2,density,validation,273.15,534390.0,0.0,10.0711,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_044,Yang et al. (2018),co2_c2,density,training,273.15,535190.0,0.0,10.087,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_045,Yang et al. (2018),co2_c2,density,training,273.15,535630.0,0.0,10.0955,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_046,Yang et al. (2018),co2_c2,density,training,283.15,4821730.0,0.0,148.288,0.084,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_047,Yang et al. (2018),co2_c2,density,validation,283.15,4730870.0,0.0,141.359,0.074,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_048,Yang et al. (2018),co2_c2,density,training,283.15,4602710.0,0.0,132.714,0.054,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_049,Yang et al. (2018),co2_c2,density,training,283.15,4501800.0,0.0,126.607,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_050,Yang et al. (2018),co2_c2,density,training,283.15,4069810.0,0.0,104.912,0.041,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_051,Yang et al. (2018),co2_c2,density,validation,283.15,3042790.0,0.0,68.0188,0.0259,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_052,Yang et al. (2018),co2_c2,density,training,283.15,2038110.0,0.0,41.2701,0.016,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_053,Yang et al. (2018),co2_c2,density,training,283.15,1041520.0,0.0,19.5141,0.0081,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_054,Yang et al. (2018),co2_c2,density,training,283.15,518169.99999999994,0.0,9.36982,0.00457,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_055,Yang et al. (2018),co2_c2,density,training,293.15,5020760.0,0.0,133.141,0.052,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_056,Yang et al. (2018),co2_c2,density,training,293.15,4055420.0,0.0,93.5899,0.0368,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_057,Yang et al. (2018),co2_c2,density,training,293.15,3042070.0,0.0,63.2873,0.0246,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_058,Yang et al. (2018),co2_c2,density,validation,293.15,2026930.0,0.0,38.8656,0.0156,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_059,Yang et al. (2018),co2_c2,density,training,293.15,1034280.0,0.0,18.5618,0.0079,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_060,Yang et al. (2018),co2_c2,density,training,293.15,519570.00000000006,0.0,9.04307,0.00445,0.0,0.0,0.0,0.0,0.0,0.0,0.79969,0.0,0.20031,0.0
yang2018_co2_c2_061,Yang et al. (2018),co2_c2,density,training,273.15,3054360.0,0.0,70.1143,0.0274,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_062,Yang et al. (2018),co2_c2,density,training,273.15,2554040.0,0.0,53.9302,0.0214,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_063,Yang et al. (2018),co2_c2,density,training,273.15,2050760.0000000002,0.0,40.4917,0.0157,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_064,Yang et al. (2018),co2_c2,density,validation,273.15,1051480.0,0.0,18.6959,0.0076,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_065,Yang et al. (2018),co2_c2,density,training,273.15,548140.0,0.0,9.33133,0.00458,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_066,Yang et al. (2018),co2_c2,density,training,283.15,4013100.0,0.0,98.6426,0.0393,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_067,Yang et al. (2018),co2_c2,density,validation,283.15,3550260.0,0.0,79.7057,0.0316,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_068,Yang et al. (2018),co2_c2,density,training,283.15,3032750.0,0.0,62.9635,0.0239,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_069,Yang et al. (2018),co2_c2,density,training,283.15,2018130.0,0.0,37.3012,0.0145,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_070,Yang et al. (2018),co2_c2,density,training,283.15,1031670.0000000001,0.0,17.4887,0.0073,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_071,Yang et al. (2018),co2_c2,density,validation,283.15,538660.0,0.0,8.79999,0.00438,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_072,Yang et al. (2018),co2_c2,density,training,293.15,5019280.0,0.0,131.598,0.055,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_073,Yang et al. (2018),co2_c2,density,validation,293.15,4555250.0,0.0,107.86,0.044,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_074,Yang et al. (2018),co2_c2,density,training,293.15,4051490.0,0.0,88.2376,0.0347,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_075,Yang et al. (2018),co2_c2,density,training,293.15,3032630.0,0.0,58.2406,0.0227,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_076,Yang et al. (2018),co2_c2,density,training,293.15,2045790.0,0.0,35.8484,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_077,Yang et al. (2018),co2_c2,density,validation,293.15,1026060.0,0.0,16.6496,0.0071,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_078,Yang et al. (2018),co2_c2,density,training,293.15,525660.0,0.0,8.25163,0.00421,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_079,Yang et al. (2018),co2_c2,density,training,308.15,5013940.0,0.0,105.639,0.042,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_080,Yang et al. (2018),co2_c2,density,training,308.15,4551470.0,0.0,90.9786,0.0373,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_081,Yang et al. (2018),co2_c2,density,validation,308.15,4038270.0,0.0,76.6788,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_082,Yang et al. (2018),co2_c2,density,training,308.15,3050590.0,0.0,53.2563,0.0207,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_083,Yang et al. (2018),co2_c2,density,training,308.15,2034450.0,0.0,33.0477,0.0129,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_084,Yang et al. (2018),co2_c2,density,training,308.15,1040920.0000000001,0.0,15.9143,0.0068,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_085,Yang et al. (2018),co2_c2,density,validation,308.15,542530.0,0.0,8.06912,0.00416,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_086,Yang et al. (2018),co2_c2,density,validation,323.15,5982240.0,0.0,119.675,0.047,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_087,Yang et al. (2018),co2_c2,density,training,323.15,5024590.0,0.0,92.5708,0.0354,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_088,Yang et al. (2018),co2_c2,density,training,323.15,4027370.0,0.0,68.9564,0.0265,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_089,Yang et al. (2018),co2_c2,density,training,323.15,3036380.0,0.0,48.806,0.0186,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_090,Yang et al. (2018),co2_c2,density,validation,323.15,2040160.0,0.0,31.0101,0.0121,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_091,Yang et al. (2018),co2_c2,density,training,323.15,1024369.9999999999,0.0,14.7964,0.0064,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
yang2018_co2_c2_092,Yang et al. (2018),co2_c2,density,training,323.15,543730.0,0.0,7.68033,0.00412,0.0,0.0,0.0,0.0,0.0,0.0,0.50046,0.0,0.49954,0.0
messabeb2016_h2o_co2_000,Messabeb et al. (2016),h2o_co2,solubility,training,323.15,5030000.0,1.0,0.0,0.058,0.9884256110176447,0.011574388982355306,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
messabeb2016_h2o_co2_001,Messabeb et al. (2016),h2o_co2,solubility,training,323.15,10020000.0,1.0,0.0,0.042,0.982912330954542,0.01708766904545799,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
messabeb2016_h2o_co2_002,Messabeb et al. (2016),h2o_co2,solubility,validation,323.15,15060000.0,1.0,0.0,0.073,0.9815739822766522,0.018426017723347867,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
messabeb2016_h2o_co2_003,Messabeb et al. (2016),h2o_co2,solubility,training,323.15,20010000.0,1.0,0.0,0.076,0.9808975068841197,0.01910249311588025,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
messabeb2016_h2o_co2_004,Messabeb et al. (2016),h2o_co2,solubility,training,373.15,5010000.0,1.0,0.0,0.037,0.9932718340837607,0.006728165916239303,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
messabeb2016_h2o_co2_005,Messabeb et al. (2016),h2o_co2,solubility,training,373.15,10080000.0,1.0,0.0,0.055,0.9881089008300256,0.011891099169974408,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
messabeb2016_h2o_co2_006,Messabeb et al. (2016),h2o_co2,solubility,training,373.15,15020000.0,1.0,0.0,0.062,0.9849179729454651,0.015082027054534907,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
messabeb2016_h2o_co2_007,Messabeb et al. (2016),h2o_co2,solubility,validation,373.15,19960000.0,1.0,0.0,0.061,0.9833128056148339,0.016687194385166117,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
messabeb2016_h2o_co2_008,Messabeb et al. (2016),h2o_co2,solubility,training,423.15,5030000.0,1.0,0.0,0.039,0.994535369528651,0.005464630471348993,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
messabeb2016_h2o_co2_009,Messabeb et al. (2016),h2o_co2,solubility,training,423.15,10040000.0,1.0,0.0,0.05,0.9897121308058334,0.01028786919416657,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
messabeb2016_h2o_co2_010,Messabeb et al. (2016),h2o_co2,solubility,validation,423.15,15050000.0,1.0,0.0,0.061,0.9857225234316609,0.01427747656833915,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
messabeb2016_h2o_co2_011,Messabeb et al. (2016),h2o_co2,solubility,training,423.15,20010000.0,1.0,0.0,0.044,0.982999362911979,0.01700063708802102,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
